utt_id,text,context,speaker,show,label,split
1_5156,"That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?","The audible sigh is a show of exasperation, right? Right. Is it about me or the dead pixels? Hey, you're just in time. We made Tex-Mex. Oh, sounds great. Oh, Indians making Tex-Mex. Might as well have had the Chinese pizza. Hey, you.",HOWARD,BBT,1,train
2_94,"Can't do it, can you?","I can't believe you'd rather go out with him than me. Would you excuse me, please? I'm trying to have a date here. Fine, just stop thinking about me.",ROSS,FRIENDS,0,train
1_9963,What do you think I was gonna do at home?,"Koothrappali murder mystery dinner. I'm leaving. You can't leave. 
You're a suspect in the mysterious murder of Stuart Bloom. (dramatic music plays) I didn't know his last name was Bloom. Yeah, it's Bloom. Are you really gonna lie on the floor and pretend to be dead all night?",PERSON,BBT,0,train
1_5627,"Your girlfriend and your ex-girlfriend are hanging out together? Oh, yeah, that can only be good for you.","You mean when he was little. Not as little as you'd want him to be. You know, this stuff is horrible.
You want to see if we can find the cafeteria and get real coffee? Sure. We're going to the cafeteria to get some coffee. 
You want anything? I'm fine. That's nice that they're getting along.",RAJ,BBT,1,train
2_611,Just tell me how.,"Why?!! Uh well umm .. we're just not in that place, y'know? But we're very excited about this. Oh. Well then shut me up.",RACHEL,FRIENDS,1,train
2_177,I can show you an ID if you want?,Um-hmm. Oh wait! This is Bonnie. Hi! This is Bonnie?  This is Bonnie?  You're Bonnie?,PERSON,FRIENDS,1,train
2_259,"I wasn't by myself. I had a doctor, a nurse, and a helper guy. So, did you see who won the game?","Your mom called me. So is this her? No, this is a loaner. I'm sorry you had to do this by yourself.",PERSON1,FRIENDS,0,train
2_151,"Yeah, I mean, it would be rude to them for us to leave now.","Yeah, I know, it's my birthday. We all should be here. So, let's go. Well maybe, you know, maybe we should stay for one song.",CHANDLER,FRIENDS,1,train
2_356,Yeah.,"I mean, your Dad tells me that you get a couple of days off school, and you, you ah, don't have to sell those cookies anymore. Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a Wow, you ah, you really like all this space stuff, huh?",PERSON,FRIENDS,0,train
2_535,"So, I'm sorry I just don't think we should go away together yet.","spring vacation. spring vacation. Oh good. Look, I ..   Look, I'm having a great time with you and I just don't want us to move to fast or put to much pressure on us.",ROSS,FRIENDS,0,train
1_10797,"I'm with him three years, nothing. She's with two minutes, and he's taking his pants off.","to be a pharmaceutical sales rep. Maybe she can practice on you some time. Oh, it would be great to practice on a real doctor. Yeah. I'm sure that'd be fine. I have some odd freckles on my buttocks. Can I make an appointment for you to look at them? Um... okay, I guess.",AMY,BBT,0,train
2_77,"Umm, excuse me, we switched apartments. You can't eat are food anymore, that-that gravy train had ended.",Uh-huh. That sounds great! Hey!,MONICA,FRIENDS,0,train
2_282,What-wh-what so we'll just stay married forever?,"Wow! This is so amazing. I uh, I really thought I'd have to talk you into this more.",RACHEL,FRIENDS,1,train
2_506,"Oh my God!! Ohh, that is it! I'm leaving! You are just a horrible person!","Oh, I must've said that after you left. Said what? Exactly. That you enjoyed the occasional drink .. ing binge.",RACHEL,FRIENDS,0,train
2_512,Because it wears a little sunbrella Rose.,"It is not a fly Rose Spanish fly is not a fly? No, it's a beetle. They call it a fly but its really a beetle? Yes How did they know its Spanish?",DOROTHY,GOLDENGIRLS,1,train
2_589,Well why don't you check in one of my saddle bags while I chew on a bale of hay.,"I am sorry I think I can walk the rest of the way now just give me my boots. I don't have your boots Well I don't have them either, where are they?",CHANDLER,FRIENDS,1,train
2_467,That is the coast guard!,Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?,RACHEL,FRIENDS,0,train
1_7395,"Well, if that's all it takes, it's a good thing you don't have a dog.","You slept with him? I didn't know what else to do.
He had those big, sad eyes. Oh, sure, you had no choice. He looked at me like this.",AMY,BBT,1,train
1_6427,Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.,"Oh, oh, oh. Was he the one who made you eat your arm hair? No, but, actually, that was this guy's sister. All right, well, what do you think he wants? I don't know. You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there. I told you. That was a different guy.",PENNY,BBT,1,train
2_86,"Great! Okay, here.","See, if I am not buried with that ring then my spirit is going to wander the nether world for all eternity Okay, that's enough honey! I don't know. Let me see the ring.",CHANDLER,FRIENDS,0,train
1_4576,"Bernadette dared me to tell a dirty story. ""The Miller's Tale"" by Chaucer is the dirtiest story I know. It would have been hidden in sock drawers if people in the 14th century had worn socks.","""And Absolon hath kist hir nether ye, ""and Nicholas is scalded in the towte.
This tale is doon, and God save al the rowte."" What the hell was that?",AMY,BBT,0,train
2_413,Some guy bought it. I'm sorry. I tired to stop it but they put me in jail!,"Oh, that's uh, that's pretty nice but I'm gonna go with the one I picked first. Oh my God Chandler, the one you picked is gone. It's over! What?",PHOEBE,FRIENDS,0,train
2_478,"Oh, wait a minute, I have no one.","Hi. What's the matter with you? Mean guys at the coffee house took my hat You kidding It was ridiculous, these guys were bullies, actual bullies. We are grown ups, this kind of stuff isn't supposed to happen anymore.",CHANDLER,FRIENDS,1,train
2_149,Thank you.,"Yeah??? Oh... Okay, yes, we'll be right, we'll be right down.",MONICA,FRIENDS,0,train
1_2420,You know this can go on all night. Why don't you just come with us?,"Or pick out his career for him without knowing his aptitude. Or pick out a new breakfast cereal without knowing his fiber requirements. Or his feelings about little marshmallows. Spider-Man. Get him Spider-Man. Amazing Spider-Man, Ultimate Spider-Man, Spectacular Spider-Man, The Marvelous Adventures of Spider-Man, Spider-Man 2099? You know this can go on all night.",LEONARD,BBT,0,train
1_11322,"You know what? That was almost on topic. I'm gonna say, ""Good job, Sheldon.""","Hey, how are things going with your parents? Not great. They hired divorce attorneys. You know, speaking of attorneys, if I ever needed a lawyer, I would not hire She-Hulk.",PENNY,BBT,1,train
1_4850,I understand. Your loyalty is admirable. But what if I were to up the ante?,"Why not ""World's Greatest Engineer""? I'm sorry.
I typed that into the label maker, but I just couldn't press enter. Now down to business. What would it take for you to abandon Leonard and join me in a rival company Unless, of course, the mugs are sufficient, in which case, welcome aboard. We're not quitting on Leonard.",SHELDON,BBT,0,train
1_1722,My aunt Marion gave them to me for my 12th birthday.,What are you doing here? Hang on. 130 over 80. It's a little high. We can attribute that to the stress of sneaking past the security desk. Where did you get the stethoscope and the blood pressure cuff?,SHELDON,BBT,0,train
2_547,"Okay, now much have you won so far?","Well, what did you have? It doesn't matter because nothing beats a three and a six. That my friend is D-Cup.",CHANDLER,FRIENDS,0,train
1_10748,"There they go, fighting again. You'd never hear her talk that way to Sauvignon Blanc.","Howard and Bernadette, Raj and his girlfriend, Penny and Chardonnay, Penny and you. There isn't any ranking. And if there were, we wouldn't be at the bottom of it. Yeah, and actually, I drink Sauvignon Blanc. That's the part you have a problem with? Relax.",AMY,BBT,1,train
1_11224,And here I am in the trap. You just keep talking. I'm gonna chew my leg off.,"You heard what he said about his parents. 
It was the little things they kept bottled up. 
I don't want that to happen to us. How can I convince you it won't? Well, is there anything about me you're keeping inside? I'm not answering that. 
It's a trap. So there<i> are</i> things you don't like.",HOWARD,BBT,1,train
1_3419,"Oh, we don't need to talk about that anymore. Leonard covered it pretty well in the car.","So, what should we talk about? Well, we could always learn more about why people who believe in psychics are idiots. Leonard?",PENNY,BBT,1,train
2_374,Janice? Janice?,Will you get me a white zinfandel and glass of red for Janice.,CHANDLER,FRIENDS,1,train
2_579,No!,"One, two, three, four! You know the song! Sing along! So?",MONICA,FRIENDS,0,train
2_181,Yeah! Look!,Oh but look! That's gonna leave a stain! Rach! Hey! It's fine! You're at Joey's! Really?,JOEY,FRIENDS,0,train
2_462,"No Rose, at a pie eating contest.",Oh I am so nervous. Have you ever given an eulogy? You mean at a funeral?,DOROTHY,GOLDENGIRLS,1,train
2_423,Like I have nothing better to do!,"Richard! Actually, I'm not here to complement the chef. Ohh ..  Oh, that's okay I hate when people come back to complement the chef.",MONICA,FRIENDS,1,train
2_447,It was an accident. Not like I was across the street with a telescope and a box of donuts.,Still upset because I saw her boobies. Well what? What were you doing seeing her boobies?,CHANDLER,FRIENDS,1,train
2_230,"Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.","Okay, Mr. Heckles, we'll try to keep it down. Thank you. I'm going to rejoin my dinner party. All right, bye-bye.",CHANDLER,FRIENDS,0,train
2_337,"Uh, listen, I need that broiling pan that Joey borrowed the other day.","How many times have I told you guys, you Hi Chandler. Hey!",MONICA,FRIENDS,0,train
2_407,Hey!,"Well, Joshua's coming in tomorrow and since I don't have the guts to ask him out, I'm going to sell him a coat and put this note in the pocket. Oh yeah? Joshua, give me a call sometime, guys like you never go out of style.",JOEY,FRIENDS,0,train
1_6039,I don't know what I'm going to do. I don't want to break up over this.,"He can't go to space. He's like a baby bird. Do you know he once got an asthma attack from reading an old library book? You're kidding. No, I was there that day. Sheldon threw his back out handing him that book.",BERNADETTE,BBT,0,train
2_176,I'm the ruptured spleen.,"Yeah, come on, eat, whatever you want. Dr. Roger got beeped again. Yeah I know, guess who beeped him? What?!",CHANDLER,FRIENDS,0,train
1_2614,Hardly a day goes by when I don't think about it.,"You went to President Seibert's house in the middle of the night? He didn't respond to my e-mail, his phone number is unlisted. Tell me what my other option was. You could have waited until morning. I know, look who I'm talking to. Do you remember the grant proposal I submitted to the National Science Foundation to detect slow-moving monopoles at the magnetic North Pole?",LEONARD,BBT,1,train
2_604,"No Rose, I am developing pictures from the magellan space probe","Hi Dorothy, cooking?",DOROTHY,GOLDENGIRLS,1,train
1_4792,"Obviously, we're no longer a Justice League. We have no choice but to switch to our Muppet Baby costumes.","I may have failed. Okay, I guess we just go without a Wonder Woman. I don't want to go without Penny. Oh, great. No Superman, no Wonder Woman? All we've got is a skinny Flash, an Indian Aquaman, a nearsighted Green Lantern, and a teeny, tiny Dark Knight.",SHELDON,BBT,0,train
2_312,Sarcasm? At a sarcasmoholics meeting?,Alright! Definitely!,MEMBER-GIRL,SARCASMOHOLICS,1,train
2_128,You building a post office?,"Hey, we know how we always say we need a place for the mail? Well I started building one, but then, I decided to take it to the next step.",CHANDLER,FRIENDS,1,train
1_7953,Why don't you ask Scotty to beam you up?,"Hello. Uh, four glasses of water, please. Anything for you guys? Can I use your phone? 
Our car got stolen.",PERSON,BBT,1,train
2_573,"Oh I see, I thought you just really really liked your new couch.","Look I drew a sketch of how we are gonna do it ok? Rach, that's you, that's the couch What's that? Oh, that's me. Wow! Certainly think a lot of yourself. No, that's my arm.",CHANDLER,FRIENDS,1,train
2_500,Oh my God I love that! - Really? - NO!,I want to show you something too. You know those big road signs that say Merge? So I was thinking that we could get one fo those signs and hang it over the bed. Because its you and I together - Merge!,MONICA,FRIENDS,1,train
1_11232,"And I love that I work and do all the cleaning, and you're okay with that.","And I love that you're strong and independent. And yet, I still love when you hold a door for me. I love that I'm kind of a slob around here, and...
you're okay with that. Uh-huh.",BERNADETTE,BBT,1,train
1_8217,"Go out with me on one date, and I promise you, you'll see.","There are many things seriously wrong with me. And not quirks, either.
Like... diagnosable psychological problems. Maybe brain damage. Well, how do I know you're not just saying that?",RAJ,BBT,0,train
1_1973,I hope I'm a waitress at the Cheesecake Factory for my whole life.,"Ask me why. Do I have to? Of course. That's how you move a conversation forward. Why? The learning opportunities would be abundant. Additionally, I like having my belly scratched.",PENNY,BBT,1,train
1_6648,You mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?,"This is amazing.
How did you even get this idea? I called your dad.
I asked him what things you liked to do when you were a kid. This seemed easier than getting a cow out here so you could tip it. Okay, you're kind of really great.",LEONARD,BBT,1,train
1_6769,"Hope your hands are steady. It's the width of a single hair. But this is just biology, so I'm sure it's no problem for a genius like you.","All right. I'm no stranger to a little gray matter. Locus coeruleus. Locus coeruleus. You're getting warmer-- it is, indeed, in the brain.",AMY,BBT,1,train
1_2792,"No, I mean, we can always go back to being friends.","like Mrs. Riley' s chicken. What's Mrs. Riley's chicken? A chicken that was owned by Mrs. Riley. Okay, forget the chicken. Well, I wish I could. No, no. You may be right about me and Leonard. Of course I'm right What are the odds I'd be wrong twice in one week?",PENNY,BBT,0,train
2_591,"How about stopping by new years eve with three naked women, throwing up in the pool, passing out in the punch bowl, and relieving yourself in the linen closet?",We thought you might like to join us for dinner? I get the feeling Dorothy that you might be a little mad at me. Why is that?,DOROTHY,GOLDENGIRLS,0,train
2_502,I'm worried about whether Michael Jackson will be able to buy the remains of the elephant man.,Still worried about the money you owe the government?,DOROTHY,GOLDENGIRLS,1,train
2_431,I'm never gonna get to meet her anyway.,"But I can see through your sheet. Yeah, yeah, that's her. But y'know what? Doesn't matter,",JOEY,FRIENDS,0,train
2_182,The liberarche marquee at Caesar's palace,"Whop, it is really coming down. Whats coming down?",DOROTHY,GOLDENGIRLS,1,train
2_486,"Anyway, they want to take us out Saturday night! What do you say?",Oh my! They're male nurses. Not in my head.,RACHEL,FRIENDS,0,train
2_50,"Nope, that patch is no good.",Okay thatÕs like the least fun game ever. Well I am really sick of your smoking. So I brought something that is going to help you quit.,CHANDLER,FRIENDS,1,train
2_316,"Yeah, I'm fine.","Hi. Well, look, I was just gonna leave a message, isn't tonight your, your big anniversary dinner? Yeah. Well, umm..... Rach, are you okay?",RACHEL,FRIENDS,0,train
2_257,"Oh, hey, look, I found coffee! Okay, let's skedaddle.","Okay, let me just get a cup of coffee. Oh Rachel, I know the best coffee house and it's sooo close. Closer than here?",PHOEBE,FRIENDS,0,train
1_6428,Sure. You want to see what all the scientists are wearing this year.,It's 2:00 a.m. What are you doing up? Nobel Prize acceptance ceremony streaming live from Stockholm.,LEONARD,BBT,1,train
1_1987,"When I didn't pay my bill, the Department of Water and Power thought I would enjoy the ambience.","Hey. Hey. A little mood lighting, huh?",PENNY,BBT,1,train
2_119,Yeah. What-what should I do?,"I mean technically it's-it's not against the rules or anything, but it is frowned upon. Especially by that professor we ran into last night, Judgey von Holierthanthou. Well Ross, you be careful now. You don't want to get a reputation as y'know Professor McNailshisstudents.",ROSS,FRIENDS,0,train
2_203,It's not funny!,"That only is not funny, it's physically impossible! Okay? Depending    on the species I'd have to have a six foot long...",ROSS,FRIENDS,0,train
2_144,Lords of Arabia,"Well ofcourse Blanche , they did it in that movie. What movie?",DOROTHY,GOLDENGIRLS,1,train
2_146,"So Ross, how umm, how did it go with Bonnie?","Oh, about five minutes. Right now they're interviewing his opponent. Apparently he trains by going to Iran and pulling the arms off thieves. Hot dog? Four, please. I'm really nervous. Thank you.",PHOEBE,FRIENDS,0,train
1_4477,I just want to ask you a few questions about Howard Wolowitz.,"Yes.
I'm Special Agent Page, FBI. You say you're Special Agent Page, FBI. Here's my I.D. And here is my Justice League membership card. But that doesn't prove I know Batman.",PERSON,BBT,0,train
2_334,"When they're hungry enough, they'll come in.","Yes. Yes, there is, they play on Sundays and Monday nights. Oh shoot! I work Monday nights. Umm, this stuffing is amazing. Do you think we should bring them some?",JOEY,FRIENDS,0,train
2_180,That oughta do it.,"Where's Chandler? Oh, he needed some time to grieve. I'm free! I'm free!",PHOEBE,FRIENDS,0,train
2_341,"Well, I'd gotten Judy pregnant. I still don't know how that happened.","I remember when we first got engaged. Oh, I don't think I ever heard that story.",PERSON,FRIENDS,1,train
1_7494,that sounds a little funny to an American ear.,"Wow, so you guys are like buds now? Oh, yeah, we hang out all the time. Plus, he doesn't have a girlfriend, I don't have a girlfriend. It's like we both had these holes in our lives, but now we fill each other's holes.",PERSON,BBT,0,train
1_7661,"Yeah, that was five weeks ago. How much longer is he gonna milk that cow?","There it is again.
Do you kiss your mother with that mouth? Oh, well, I'm sorry for your loss.
- Oh! - Good night, sir. Unbelievable.
He says Wolowitz deserves my spot because he's a high-profile asset to the university. Well, he's not wrong.
Howard did go to the International Space Station.",SHELDON,BBT,0,train
2_267,Really!?,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with. You guys would never want to go to a lecture with me. Pa-haa!! I would love to go with you.",RACHEL,FRIENDS,0,train
2_299,What would you give to a kid if he wanted a ticket to play with?,"One ticket to Yemen? Oh no-no-no, no. No, no, no, I just, I just need a pretend ticket. I'm sorry sir, I don't understand.",CHANDLER,FRIENDS,0,train
2_623,What do you know? Its a treat for the eyes and the ears.,Chandler? Hey! Ah! What do you think? I think I can see your scalp!,CHANDLER,FRIENDS,1,train
2_226,"These people find out that a spelling game is going over there, there will be nobody left at our party.",Could guys please try to keep It down? We are trying to start a tournament.,CHANDLER,FRIENDS,1,train
1_4743,"Oh, and the science dudes want to talk science with you. What do you want to talk about-- rocks, dinosaurs, our friend the beaver?","That's what I love about science-- there's no one right answer. So...you and Zack again, huh? Yeah, yeah, me and Zack again. Were we here earlier? Okay, we should, we should go. Ah, not yet. I want to talk science with the science dudes.",HOWARD,BBT,1,train
1_10462,"You know, if you're really serious about that, I hear there are some exciting opportunities in home care for the old and fat.","it's-it's what my grant was designated for, and that everybody has to do things they don't want to do. He then gave an example of something he had to do, even though he didn't want to, which was look at my stupid face. That's a rude thing to say. Out loud. It's an outrage.
Honestly, I'm tempted to leave the university.",HOWARD,BBT,1,train
2_370,You have to stop the Q-Tip when there is resistance,"My family's been going to him forever. He did my first suit when I was 15. No wait 16. Excuse me, 15 ...  Alright when was 1990?",CHANDLER,FRIENDS,1,train
2_294,"Oh, um, I don't care!",How do I look?,CHANDLER,FRIENDS,1,train
2_39,"Oh hurry up, I want to sign that.","But that reminds me, sign this. What is it? Its nothing, just that you can't sue the city incase you scrap your knee or your know get your head blown off.",CHANDLER,FRIENDS,1,train
2_129,What are these? Claws?,Oh Dorothy would please open this jar of nuts for me? You couldn't get it open? Oh I didn't try. I don't wanna risk cracking a nail.,DOROTHY,GOLDENGIRLS,1,train
1_1560,How nice. Maybe they can carpool when they visit you in federal prison.,"So my friend Leonard is gonna take you home. Okay. Let's go, friend Leonard. I'll call ya. So are you a scientist like Howard? No one's a scientist like Howard. My mother is so gonna love her.",SHELDON,BBT,1,train
2_560,So now I have to go so he'll think that I'm totally ok with seeing him!,"And she was like ""Oh, don't worry! I asked him. He's totally ok with seeing you!"".",PHOEBE,FRIENDS,1,train
2_79,"I'm just gonna throw it out, it's probably just a bunch of shampoo and...","Oh, great. Although I did sit down where there wasn't a chair. By the way, Ross dropped by a box of your stuff. Oh, well, I guess I had that one coming.",RACHEL,FRIENDS,0,train
1_3293,Leonard's work is nearly as amazing as third graders growing lima beans in wet paper towels.,"I am.
Are you interested in physics? Oh, I find it fascinating. If I hadn't gone into microbiology, I probably would have gone into physics.
Or ice dancing. Actually, my tests of the Aharonov-Bohm quantum interference effect have reached an interesting point. Right now, we're testing the phase shift due to an electric potential. That's amazing. Yes.",SHELDON,BBT,1,train
1_340,"Sure, cut the foreigner in half. There's a billion more where he came from.","And I cannot believe people pay for horoscopes, but on a more serious note, it's 8:13 and we're still not playing Halo. Fine. We'll just play one-on-one until he gets back. One-on-one? We don't play one-on-one. We play teams, not one-on-one. One-on-one. The only way we can play teams at this point is if we cut Raj in half.",RAJ,BBT,1,train
1_1001,"What else? Sell it on eBay as ""slightly used.""","Or maybe she just doesn't want to talk. Look, I found an iPod! It's smashed beyond repair. What are you gonna do with it?",RAJ,BBT,0,train
2_371,I-I'm really sorry. It's just that I,"Hi umm, listen come here, come in. I'm so-so sorry about yesterday.",ROSS,FRIENDS,0,train
2_622,"Pheebs, you may know this, you know strange things. What is the boiling point of brain?","Maybe I should get another pair. Oh, you know they had some with uh, with  fringe all down the sides.",CHANDLER,FRIENDS,1,train
1_5919,"Because you don't have a girlfriend? Well, good Lord, if that becomes a reason not to play Dungeons & Dragons, this game's in serious trouble.","Your movies and your TV shows promised streets paved with beautiful blonde women with big bazongas. Eat another pie, you'll have your own bazongas. That's cruel. You know it goes straight to my hips. Gentlemen, please focus. You're facing a fire-breathing dragon. I don't know if I want to play anymore.",SHELDON,BBT,0,train
2_487,"And Hornswoggle? What? Are you dating a character from ""Fraggle Rock""? Ahh.","I can't take it any more! So you win, okay? Pheebs? Flying a jet? Better make it a spaceship so that you can get back to your home planet! And Ross, phone call for you today. Tom Jones, he wants his pants back!",CHANDLER,FRIENDS,1,train
2_92,"No, no, I am just looking for a man to draw on me with chalk.",Anybody know a good tailor? You needs some clothes altered?,CHANDLER,FRIENDS,1,train
1_11699,"No, Stuart picked out those throw pillows all on his own.","Hold that thought. Hello? How can I make this up to you? The answer's in this puzzle box. 
Let's see if you can open it. You could have at least warned him about the furniture. That's what I said when we moved it. You helped him?!",RAJ,BBT,1,train
1_2837,"- Chocolate? - No, I don't want any chocolate!","You'll never guess who they got to replace you at work. Okay, I know what you're doing. Really? Yes, you're using chocolates as positive reinforcement for what you consider correct behaviour.
Very Good.",LEONARD,BBT,0,train
2_141,We think it was trying to spell out monkey.,He also found an M and an O.,CHANDLER,FRIENDS,1,train
2_3,And I think my testicles may be in here too,"Do you guys have any exta ribbon? Oh yeah sure, what do you need? We got lace, satin, sateen, rafia, gingam , felt.",CHANDLER,FRIENDS,1,train
1_8042,"No, just me, her and a couple of the big wigs. It's part of a bonus she got.","Here you go. Great. Come on in. What, you don't say thank you? It's my suitcase.
I lent it to you two years ago. Well, then, I should tell you I broke the wheel and the handle. So, is everyone from Bernadette's company going to Vegas?",HOWARD,BBT,0,train
2_261,"Oh, no, no. I just meant hypothetically.","I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one? Why won't I be married when I'm 40?",CHANDLER,FRIENDS,0,train
1_3476,Don't you think looking for a new city to live in is a bit of an overreaction?,My new computer came with Windows 7. Windows 7 is much more use r- friendly than Windows Vista. I don't like that.,LEONARD,BBT,0,train
2_572,No! I'm so happy for them!,"I know, they're gonna be Ohh ..   I mean two best friends falling in love, how often does that happen? Not",RACHEL,FRIENDS,0,train
2_263,Wow! Imagine what our kids would look like!,"You guys make a Yeah, we look great together. Okay.",MONICA,FRIENDS,0,train
1_11723,"Not much, but he seemed to be in a pretty good place.","Oh... then I choose a janitor.
'Cause I'm about to throw up. I'm in love.
Let's do something else. Ooh, uh, Emily gets off work soon.
Why don't the four of us go out? Okay. Sounds good. Should we call Howard and Bernadette? I don't know what time their plane gets in, but let me, let me shoot them a text. Did he say anything about the funeral?",RAJ,BBT,0,train
2_338,And I am sure every person here really really wants you to join our group.,"Scott scott come back. You have to realize that we are a bunch of people with severe problems. We have been trying to help ourselves, just like you have been trying to help yourself. That's why we need to help each other. I mean, you seem like a decent guy.",MODERATOR,SARCASMOHOLICS,1,train
2_527,We thought you were just here for the company. He is a sarcasmoholic Stewart.,My name's Scott and I am a sarcasmholic. Nooo.,MEMBER-GIRL,SARCASMOHOLICS,1,train
1_8837,"Not as relieved as I'm about to be. It's a brave new world, little lady.","Really? Yes. Huh. Yeah, I always took it literally. That's why I have never once moved my bowels in this or any restaurant. 
Hmm. I'm relieved that you don't have a problem with us working together.",SHELDON,BBT,0,train
2_227,You sure he is going to be able to crack that code?,"Well, despite the yummy bagels and palpable tension, I have got pants that need to be altered.",CHANDLER,FRIENDS,1,train
1_5134,"Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.","Thank you, Leonard. That doesn't make it sound boring at all. So, how you holding up? I'm fine. Oh, who are you kidding? She's breathtaking. So, Penny, Leonard tells me you're an actress. That must be pretty exciting.",PENNY,BBT,1,train
2_558,I can see it from right here. It'll cost you one husband.,Oh wait! Stop! Stop! Stop! Oh I'm sorry! Do you need a break? My boots in tan! Hey! Can you get a little closer so I can see the price?,CHANDLER,FRIENDS,1,train
2_31,"Even if people are on it!""","You know what else I'm not gonna miss? ""I'm Monica. I wash the toilet 17 times a day.",RACHEL,FRIENDS,1,train
1_4145,A lot of people are working on that research. So what is all this?,And this is a schematic for a bird-trapping device that will ultimately backfire and cause me physical injury? What I'm doing here is trying to determine when I'm going to die.,LEONARD,BBT,1,train
2_287,"Oh I am sorry, do you need a break?",Oh wait stop! Stop! Stop!,CHANDLER,FRIENDS,1,train
2_471,Amazing.,Hello everybody! How was your week?,MEMBER-GIRL,SARCASMOHOLICS,1,train
2_301,"Hey, do you know a six-letter word for red?","Hey! Hey! What are you guys doing up? Oh, we wanted to finish the crossword before we went to bed.",CHANDLER,FRIENDS,0,train
2_494,But younger than some buildings!,"I know Richard's really nice and everything, it's just that we don't know him really well you know, plus he is old  ...  er than some people.",CHANDLER,FRIENDS,1,train
1_5953,Here's some other fun news on the Raj/Emily front. He gave her a pair of diamond earrings and leased her a car.,"because you no longer wear underpants. The dice giveth and the dice taketh away. Is Raj out with Emily again? Yeah, every night for the last month. Wow, can't believe he has a girlfriend. Me neither.",HOWARD,BBT,0,train
2_28,"Carol called me to thank me for the lasagna, I asked, she told me.","I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows.... And Monica knows… Wha, heh, how could you know, I don't even know!",MONICA,FRIENDS,0,train
2_190,Well scott I am sure we are all really really looking forward to hear your story.,I finally got to admit it to myself. I have got a sarcasm problem.,MODERATOR,SARCASMOHOLICS,1,train
2_189,"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",Ahh! Aren't you dressed yet? Am I naked again?! We're supposed to meet my parents in 15 minutes.,CHANDLER,FRIENDS,1,train
2_134,Paper cut!,"I can't figure this out! It's so hard! Should I get her a  Tiffany cut or a Princess cut or a,ah-ah!",CHANDLER,FRIENDS,0,train
2_310,Well thank God your livelihood doesn't depend on it.,"Hey, I need you to set me up for a joke. Later when Monica is around I need you to ask me about firetrucks I don't know Chandler, I am not so good with remembering lines.",CHANDLER,FRIENDS,1,train
2_490,"Maybe it's a contest, you know? Like ""Collect all five"".","I know, I opened it up and it  and there it was just floathing in there, like this tiny little hitchhiker.",CHANDLER,FRIENDS,1,train
2_54,"That's easy for you to say, you weren't almost just killed.","Yes! And he said really mean things that were only partly true. I'm gonna go down there and teach that guy a lesson. Joey, please don't do that. I think it's best that we just forget about it.",RACHEL,FRIENDS,1,train
1_10829,"On the bright side, that Oxford study was right. One friend down. I wonder who you're going to lose next.","You would leave me out of the conversation with the next guy if you dump Leonard? Why say it? Yes! Well, I would never leave you off my list, and not just because, without you, we're playing fast and loose with the word list. Well, good job. Now she hates me. Great.",SHELDON,BBT,1,train
1_11885,"Yeah, turns out half a dozen menorahs really sets a mood.","Glad you guys could make it. Of course. Wow, it looks really pretty in here.",PERSON,BBT,1,train
1_2198,"Assuming I can keep up this pace, three hours, 11 minutes. Plus however long it takes to conclude this fairly pointless conversation.","See, by attaching RFID tags to my clothing, it will enable my laptop to read and identify the items with this wand. I will then cross-reference them against destination, anticipated activity spectrum, weather conditions, duration of trip, et cetera. That does sound much simpler. How long is this going to take?",SHELDON,BBT,1,train
1_9009,"- No, no, no. I'm really good at this. All right, give me a hint. Does it involve difficulty initiating a stream of anything?","Dr. Jeffries, hello again. Leonard Hofstadter. Oh, oh, right, I remember your-your girlfriend. Is-Is she... is she here? No, she's not. So, what prescription are you getting filled? - Sheldon. No. Wait, I want to guess. Don't tell me. I wasn't going to tell you.",SHELDON,BBT,0,train
2_198,"Yeah, she's fired.","Was it my work? Were they mad? Was it Jack? Did he yell?! J-j-just relax, nobody yelled. Jack just was calling to make sure that you were feeling better. Thank God.",ROSS,FRIENDS,0,train
1_1262,You were very clear. As was everyone else at the table.,"Leonard, this is Tom. Hi, Tom. Sheldon? Didn't I explain to you about your little mistake in the cafeteria?",SHELDON,BBT,0,train
2_24,"Uh, okay. The fifth dentist caved and not they're all recommending Trident?","Who? Dee, the sarcastic sister from What's Happening!! Guys, guess what guess what guess what.",CHANDLER,FRIENDS,1,train
